Time FPGA: 263.38 ms.
Time CPU: 7.88092 ms.
Error at index 0 ; gold=0; out=0.334622
Error at index 10477350 ; gold=0; out=0.513111
Error at index 10477351 ; gold=0; out=0.363351
Error at index 10477352 ; gold=0; out=0.724628
Error at index 10477353 ; gold=0; out=0.309044
Error at index 10477354 ; gold=0; out=0.153349
Error at index 10477355 ; gold=0; out=0.0938359
Error at index 10477356 ; gold=0; out=0.166125
Error at index 10477357 ; gold=0; out=0.0131168
Error at index 10477358 ; gold=0; out=0.610821
Error at index 10477359 ; gold=0; out=0.149071
Error at index 10477360 ; gold=0; out=0.0755718
Error at index 10477361 ; gold=0; out=0.81344
Error at index 10477362 ; gold=0; out=0.0784965
Error at index 10477363 ; gold=0; out=0.268487
Error at index 10477364 ; gold=0; out=0.438977
Error at index 10477365 ; gold=0; out=0.67651
Error at index 10477366 ; gold=0; out=0.0312675
Error at index 10477367 ; gold=0; out=0.112973
Error at index 10477368 ; gold=0; out=0.218093
Error at index 10477369 ; gold=0; out=0.682324
Error at index 10477370 ; gold=0; out=0.233376
Error at index 10477371 ; gold=0; out=0.796264
Error at index 10477372 ; gold=0; out=0.891297
Error at index 10477373 ; gold=0; out=0.584558
Error at index 10477374 ; gold=0; out=0.0225229
Error at index 10477375 ; gold=0; out=0.404883
Error at index 10477376 ; gold=0; out=0.252342
Error at index 10477377 ; gold=0; out=0.935957
Error at index 10477378 ; gold=0; out=0.592355
Error at index 10477379 ; gold=0; out=0.231368
Error at index 10477380 ; gold=0; out=0.0765405
Error at index 10477381 ; gold=0; out=0.105466
Error at index 10477382 ; gold=0; out=0.594718
Error at index 10477383 ; gold=0; out=0.801168
Error at index 10477384 ; gold=0; out=0.41451
Error at index 10477385 ; gold=0; out=0.748067
Error at index 10477386 ; gold=0; out=0.895004
Error at index 10477387 ; gold=0; out=0.580636
Error at index 10477388 ; gold=0; out=0.761184
Error at index 10477389 ; gold=0; out=0.505825
Error at index 10477390 ; gold=0; out=0.729707
Error at index 10477391 ; gold=0; out=0.836756
Error at index 10477392 ; gold=0; out=0.319265
Error at index 10477393 ; gold=0; out=0.808203
Error at index 10477394 ; gold=0; out=0.105243
Error at index 10477395 ; gold=0; out=0.758242
Error at index 10477396 ; gold=0; out=0.484714
Error at index 10477397 ; gold=0; out=0.136511
Error at index 10477398 ; gold=0; out=0.871214
Error at index 10477399 ; gold=0; out=0.702807
Error at index 10477400 ; gold=0; out=0.818835
Error at index 10477401 ; gold=0; out=0.104591
Error at index 10477402 ; gold=0; out=0.499071
Error at index 10477403 ; gold=0; out=0.710132
Error at index 10477404 ; gold=0; out=0.689149
Error at index 10477405 ; gold=0; out=0.521594
Error at index 10477406 ; gold=0; out=0.115015
Error at index 10477407 ; gold=0; out=0.941491
Error at index 10477408 ; gold=0; out=0.457551
Error at index 10477409 ; gold=0; out=0.70737
Error at index 10477410 ; gold=0; out=0.172859
Error at index 10477411 ; gold=0; out=0.534091
Error at index 10477412 ; gold=0; out=0.812836
Error at index 10477413 ; gold=0; out=0.767577
Error at index 10477414 ; gold=0; out=0.335259
Error at index 10477415 ; gold=0; out=0.227347
Error at index 10477416 ; gold=0; out=0.515645
Error at index 10477417 ; gold=0; out=0.230263
Error at index 10477418 ; gold=0; out=0.807982
Error at index 10477419 ; gold=0; out=0.276829
Error at index 10477420 ; gold=0; out=0.736088
Error at index 10477421 ; gold=0; out=0.537689
Error at index 10477422 ; gold=0; out=0.113585
Error at index 10477423 ; gold=0; out=0.0553528
Error at index 10477424 ; gold=0; out=0.345893
Error at index 10477425 ; gold=0; out=0.218828
Error at index 10477426 ; gold=0; out=0.813595
Error at index 10477427 ; gold=0; out=0.830606
Error at index 10477428 ; gold=0; out=0.355338
Error at index 10477429 ; gold=0; out=0.684809
Error at index 10477430 ; gold=0; out=0.533413
Error at index 10477431 ; gold=0; out=0.174173
Error at index 10477432 ; gold=0; out=0.7894
Error at index 10477433 ; gold=0; out=0.0324835
Error at index 10477434 ; gold=0; out=0.884305
Error at index 10477435 ; gold=0; out=0.478549
Error at index 10477436 ; gold=0; out=0.554077
Error at index 10477437 ; gold=0; out=0.99932
Error at index 10477438 ; gold=0; out=0.42004
Error at index 10477439 ; gold=0; out=0.0116276
Error at index 10477440 ; gold=0; out=0.70669
Error at index 10477441 ; gold=0; out=0.592898
Error at index 10477442 ; gold=0; out=0.545719
Error at index 10477443 ; gold=0; out=0.519526
Error at index 10477444 ; gold=0; out=0.360476
Error at index 10477445 ; gold=0; out=0.880978
Error at index 10477446 ; gold=0; out=0.746873
Error at index 10477447 ; gold=0; out=0.87612
Error at index 10477448 ; gold=0; out=0.111241
Error at index 10477449 ; gold=0; out=0.554855
Error at index 10477450 ; gold=0; out=0.152949
Error at index 10477451 ; gold=0; out=0.847329
Error at index 10477452 ; gold=0; out=0.0925441
Error at index 10477453 ; gold=0; out=0.266534
Error at index 10477454 ; gold=0; out=0.902682
Error at index 10477455 ; gold=0; out=0.438437
Error at index 10477456 ; gold=0; out=0.485362
Error at index 10477457 ; gold=0; out=0.716277
Error at index 10477458 ; gold=0; out=0.269043
Error at index 10477459 ; gold=0; out=0.8407
Error at index 10477460 ; gold=0; out=0.401086
Error at index 10477461 ; gold=0; out=0.802456
Error at index 10477462 ; gold=0; out=0.0148732
Error at index 10477463 ; gold=0; out=0.190485
Error at index 10477464 ; gold=0; out=0.83494
Error at index 10477465 ; gold=0; out=0.899178
Error at index 10477466 ; gold=0; out=0.669034
Error at index 10477467 ; gold=0; out=0.389017
Error at index 10477468 ; gold=0; out=0.898498
Error at index 10477469 ; gold=0; out=0.0890736
Error at index 10477470 ; gold=0; out=0.400644
Error at index 10477471 ; gold=0; out=0.605188
Error at index 10477472 ; gold=0; out=0.681972
Error at index 10477473 ; gold=0; out=0.946363
Error at index 10477474 ; gold=0; out=0.124714
Error at index 10477475 ; gold=0; out=0.0424477
Error at index 10477476 ; gold=0; out=0.827341
Error at index 10477477 ; gold=0; out=0.871587
Error at index 10477478 ; gold=0; out=0.918568
Error at index 10477479 ; gold=0; out=0.938582
Error at index 10477480 ; gold=0; out=0.426442
Error at index 10477481 ; gold=0; out=0.0715168
Error at index 10477482 ; gold=0; out=0.785912
Error at index 10477483 ; gold=0; out=0.518986
Error at index 10477484 ; gold=0; out=0.338051
Error at index 10477485 ; gold=0; out=0.688594
Error at index 10477486 ; gold=0; out=0.957423
Error at index 10477487 ; gold=0; out=0.823412
Error at index 10477488 ; gold=0; out=0.404871
Error at index 10477489 ; gold=0; out=0.226466
Error at index 10477490 ; gold=0; out=0.664112
Error at index 10477491 ; gold=0; out=0.805957
Error at index 10477492 ; gold=0; out=0.0289221
Error at index 10477493 ; gold=0; out=0.678986
Error at index 10477494 ; gold=0; out=0.996442
Error at index 10477495 ; gold=0; out=0.863862
Error at index 10477496 ; gold=0; out=0.578164
Error at index 10477497 ; gold=0; out=0.665476
Error at index 10477498 ; gold=0; out=0.252878
Error at index 10477499 ; gold=0; out=0.476662
Error at index 10477500 ; gold=0; out=0.75455
Error at index 10477501 ; gold=0; out=0.653522
Error at index 10477502 ; gold=0; out=0.0818499
Error at index 10477503 ; gold=0; out=0.436522
Error at index 10477504 ; gold=0; out=0.599885
Error at index 10477505 ; gold=0; out=0.206564
Error at index 10477506 ; gold=0; out=0.478969
Error at index 10477507 ; gold=0; out=0.427226
Error at index 10477508 ; gold=0; out=0.0781512
Error at index 10477509 ; gold=0; out=0.397537
Error at index 10477510 ; gold=0; out=0.365809
Error at index 10477511 ; gold=0; out=0.504593
Error at index 10477512 ; gold=0; out=0.469054
Error at index 10477513 ; gold=0; out=0.151721
Error at index 10477514 ; gold=0; out=0.0235794
Error at index 10477515 ; gold=0; out=0.807105
Error at index 10477516 ; gold=0; out=0.840315
Error at index 10477517 ; gold=0; out=0.981002
Error at index 10477518 ; gold=0; out=0.630517
Error at index 10477519 ; gold=0; out=0.245186
Error at index 10477520 ; gold=0; out=0.207468
Error at index 10477521 ; gold=0; out=0.294629
Error at index 10477522 ; gold=0; out=0.0511424
Error at index 10477523 ; gold=0; out=0.23639
Error at index 10477524 ; gold=0; out=0.973615
Error at index 10477525 ; gold=0; out=0.0475845
Error at index 10477526 ; gold=0; out=0.100252
Error at index 10477527 ; gold=0; out=0.551779
Error at index 10477528 ; gold=0; out=0.713061
Error at index 10477529 ; gold=0; out=0.35313
Error at index 10477530 ; gold=0; out=0.0284405
Error at index 10477531 ; gold=0; out=0.46761
Error at index 10477532 ; gold=0; out=0.00665295
Error at index 10477533 ; gold=0; out=0.11029
Error at index 10477534 ; gold=0; out=0.904132
Error at index 10477535 ; gold=0; out=0.606538
Error at index 10477536 ; gold=0; out=0.316855
Error at index 10477537 ; gold=0; out=0.383102
Error at index 10477538 ; gold=0; out=0.0337647
Error at index 10477539 ; gold=0; out=0.395006
Error at index 10477540 ; gold=0; out=0.780639
Error at index 10477541 ; gold=0; out=0.399573
Error at index 10477542 ; gold=0; out=0.899599
Error at index 10477543 ; gold=0; out=0.249693
Error at index 10477544 ; gold=0; out=0.551294
Error at index 10477545 ; gold=0; out=0.923179
Error at index 10477546 ; gold=0; out=0.0567977
Error at index 10477547 ; gold=0; out=0.391609
Error at index 10477548 ; gold=0; out=0.904181
Error at index 10477549 ; gold=0; out=0.687315
Error at index 10477550 ; gold=0; out=0.636794
Error at index 10477551 ; gold=0; out=0.111649
Error at index 10477552 ; gold=0; out=0.981944
Error at index 10477553 ; gold=0; out=0.687937
Error at index 10477554 ; gold=0; out=0.34804
Error at index 10477555 ; gold=0; out=0.955558
Error at index 10477556 ; gold=0; out=0.735521
Error at index 10477557 ; gold=0; out=0.448292
Error at index 10477558 ; gold=0; out=0.507337
Error at index 10477559 ; gold=0; out=0.448582
Error at index 10477560 ; gold=0; out=0.801422
Error at index 10477561 ; gold=0; out=0.535777
Error at index 10477562 ; gold=0; out=0.916192
Error at index 10477563 ; gold=0; out=0.808075
Error at index 10477564 ; gold=0; out=0.646068
Error at index 10477565 ; gold=0; out=0.820325
Error at index 10477566 ; gold=0; out=0.414614
Error at index 10477567 ; gold=0; out=0.962922
Error at index 10477568 ; gold=0; out=0.203426
Error at index 10477569 ; gold=0; out=0.448378
Error at index 10477570 ; gold=0; out=0.357928
Error at index 10477571 ; gold=0; out=0.984065
Error at index 10477572 ; gold=0; out=0.847952
Error at index 10477573 ; gold=0; out=0.257527
Error at index 10477574 ; gold=0; out=0.233758
Error at index 10477575 ; gold=0; out=0.399246
Error at index 10477576 ; gold=0; out=0.180706
Error at index 10477577 ; gold=0; out=0.290556
Error at index 10477578 ; gold=0; out=0.790855
Error at index 10477579 ; gold=0; out=0.0848867
Error at index 10477580 ; gold=0; out=0.977871
Error at index 10477581 ; gold=0; out=0.427649
Error at index 10477582 ; gold=0; out=0.196536
Error at index 10477583 ; gold=0; out=0.959814
Error at index 10477584 ; gold=0; out=0.115586
Error at index 10477585 ; gold=0; out=0.544576
Error at index 10477586 ; gold=0; out=0.915372
Error at index 10477587 ; gold=0; out=0.851107
Error at index 10477588 ; gold=0; out=0.992868
Error at index 10477589 ; gold=0; out=0.422709
Error at index 10477590 ; gold=0; out=0.299689
Error at index 10477591 ; gold=0; out=0.79429
Error at index 10477592 ; gold=0; out=0.958486
Error at index 10477593 ; gold=0; out=0.215881
Error at index 10477594 ; gold=0; out=0.602365
Error at index 10477595 ; gold=0; out=0.604554
Error at index 10477596 ; gold=0; out=0.0362058
Error at index 10477597 ; gold=0; out=0.0169787
Error at index 10477598 ; gold=0; out=0.567477
Error at index 10477599 ; gold=0; out=0.239632
Error at index 10477600 ; gold=0; out=0.465357
Error at index 10477601 ; gold=0; out=0.925405
Error at index 10477602 ; gold=0; out=0.223697
Error at index 10477603 ; gold=0; out=0.313309
Error at index 10477604 ; gold=0; out=0.182932
Error at index 10477605 ; gold=0; out=0.457455
Error at index 10477606 ; gold=0; out=0.712555
Error at index 10477607 ; gold=0; out=0.363638
Error at index 10477608 ; gold=0; out=0.748011
Error at index 10477609 ; gold=0; out=0.503409
Error at index 10477610 ; gold=0; out=0.448525
Error at index 10477611 ; gold=0; out=0.725882
Error at index 10477612 ; gold=0; out=0.931058
Error at index 10477613 ; gold=0; out=0.645061
Error at index 10477614 ; gold=0; out=0.685696
Error at index 10477615 ; gold=0; out=0.0466437
Error at index 10477616 ; gold=0; out=0.189636
Error at index 10477617 ; gold=0; out=0.601068
Error at index 10477618 ; gold=0; out=0.897751
Error at index 10477619 ; gold=0; out=0.182504
Error at index 10477620 ; gold=0; out=0.0237776
Error at index 10477621 ; gold=0; out=0.19744
Error at index 10477622 ; gold=0; out=0.976794
Error at index 10477623 ; gold=0; out=0.982264
Error at index 10477624 ; gold=0; out=0.413321
Error at index 10477625 ; gold=0; out=0.579159
Error at index 10477626 ; gold=0; out=0.586818
Error at index 10477627 ; gold=0; out=0.449527
Error at index 10477628 ; gold=0; out=0.596138
Error at index 10477629 ; gold=0; out=0.154295
Error at index 10477630 ; gold=0; out=0.689159
Error at index 10477631 ; gold=0; out=0.0614946
Error at index 10477632 ; gold=0; out=0.0796999
Error at index 10477633 ; gold=0; out=0.912856
Error at index 10477634 ; gold=0; out=0.374803
Error at index 10477635 ; gold=0; out=0.262632
Error at index 10477636 ; gold=0; out=0.370311
Error at index 10477637 ; gold=0; out=0.0873581
Error at index 10477638 ; gold=0; out=0.62627
Error at index 10477639 ; gold=0; out=0.118323
Error at index 10477640 ; gold=0; out=0.590767
Error at index 10477641 ; gold=0; out=0.074795
Error at index 10477642 ; gold=0; out=0.844205
Error at index 10477643 ; gold=0; out=0.521825
Error at index 10477644 ; gold=0; out=0.719856
Error at index 10477645 ; gold=0; out=0.529901
Error at index 10477646 ; gold=0; out=0.568469
Error at index 10477647 ; gold=0; out=0.909492
Error at index 10477648 ; gold=0; out=0.130969
Error at index 10477649 ; gold=0; out=0.46622
Error at index 10477650 ; gold=0; out=0.0919962
Error at index 10477651 ; gold=0; out=0.154747
Error at index 10477652 ; gold=0; out=0.663659
Error at index 10477653 ; gold=0; out=0.06879
Error at index 10477654 ; gold=0; out=0.137011
Error at index 10477655 ; gold=0; out=0.0769804
Error at index 10477656 ; gold=0; out=0.647949
Error at index 10477657 ; gold=0; out=0.723829
Error at index 10477658 ; gold=0; out=0.526507
Error at index 10477659 ; gold=0; out=0.244086
Error at index 10477660 ; gold=0; out=0.878124
Error at index 10477661 ; gold=0; out=0.215666
Error at index 10477662 ; gold=0; out=0.305581
Error at index 10477663 ; gold=0; out=0.957824
Error at index 10477664 ; gold=0; out=0.128522
Error at index 10477665 ; gold=0; out=0.680384
Error at index 10477666 ; gold=0; out=0.220456
Error at index 10477667 ; gold=0; out=0.498833
Error at index 10477668 ; gold=0; out=0.767742
Error at index 10477669 ; gold=0; out=0.846726
Error at index 10477670 ; gold=0; out=0.617156
Error at index 10477671 ; gold=0; out=0.35851
Error at index 10477672 ; gold=0; out=0.921521
Error at index 10477673 ; gold=0; out=0.46136
Error at index 10477674 ; gold=0; out=0.880335
Error at index 10477675 ; gold=0; out=0.641377
Error at index 10477676 ; gold=0; out=0.991261
Error at index 10477677 ; gold=0; out=0.448804
Error at index 10477678 ; gold=0; out=0.550869
Error at index 10477679 ; gold=0; out=0.12223
Error at index 10477680 ; gold=0; out=0.915024
Error at index 10477681 ; gold=0; out=0.642866
Error at index 10477682 ; gold=0; out=0.276977
Error at index 10477683 ; gold=0; out=0.578683
Error at index 10477684 ; gold=0; out=0.711655
Error at index 10477685 ; gold=0; out=0.413987
Error at index 10477686 ; gold=0; out=0.655664
Error at index 10477687 ; gold=0; out=0.359604
Error at index 10477688 ; gold=0; out=0.137816
Error at index 10477689 ; gold=0; out=0.182171
Error at index 10477690 ; gold=0; out=0.603691
Error at index 10477691 ; gold=0; out=0.0159404
Error at index 10477692 ; gold=0; out=0.397837
Error at index 10477693 ; gold=0; out=0.909272
Error at index 10477694 ; gold=0; out=0.973764
Error at index 10477695 ; gold=0; out=0.526358
Error at index 10477696 ; gold=0; out=0.589656
Error at index 10477697 ; gold=0; out=0.19422
Error at index 10477698 ; gold=0; out=0.0251912
Error at index 10477699 ; gold=0; out=0.357398
Error at index 10477700 ; gold=0; out=0.0409468
Error at index 10477701 ; gold=0; out=0.642347
Error at index 10477702 ; gold=0; out=0.715908
Error at index 10477703 ; gold=0; out=0.962468
Error at index 10477704 ; gold=0; out=0.103707
Error at index 10477705 ; gold=0; out=0.596243
Error at index 10477706 ; gold=0; out=0.603845
Error at index 10477707 ; gold=0; out=0.0949678
Error at index 10477708 ; gold=0; out=0.0450473
Error at index 10477709 ; gold=0; out=0.154714
Error at index 10477710 ; gold=0; out=0.217198
Error at index 10477711 ; gold=0; out=0.960071
Error at index 10477712 ; gold=0; out=0.79758
Error at index 10477713 ; gold=0; out=0.494174
Error at index 10477714 ; gold=0; out=0.538755
Error at index 10477715 ; gold=0; out=0.509236
Error at index 10477716 ; gold=0; out=0.908161
Error at index 10477717 ; gold=0; out=0.194419
Error at index 10477718 ; gold=0; out=0.86884
Error at index 10477719 ; gold=0; out=0.0459778
Error at index 10477720 ; gold=0; out=0.376589
Error at index 10477721 ; gold=0; out=0.472531
Error at index 10477722 ; gold=0; out=0.0619183
Error at index 10477723 ; gold=0; out=0.774426
Error at index 10477724 ; gold=0; out=0.381802
Error at index 10477725 ; gold=0; out=0.0356827
Error at index 10477726 ; gold=0; out=0.300784
Error at index 10477727 ; gold=0; out=0.971458
Error at index 10477728 ; gold=0; out=0.229903
Error at index 10477729 ; gold=0; out=0.325976
Error at index 10477730 ; gold=0; out=0.328856
Error at index 10477731 ; gold=0; out=0.27085
Error at index 10477732 ; gold=0; out=0.968323
Error at index 10477733 ; gold=0; out=0.0447645
Error at index 10477734 ; gold=0; out=0.233318
Error at index 10477735 ; gold=0; out=0.0720295
Error at index 10477736 ; gold=0; out=0.641008
Error at index 10477737 ; gold=0; out=0.837163
Error at index 10477738 ; gold=0; out=0.166997
Error at index 10477739 ; gold=0; out=0.686055
Error at index 10477740 ; gold=0; out=0.991878
Error at index 10477741 ; gold=0; out=0.384195
Error at index 10477742 ; gold=0; out=0.646126
Error at index 10477743 ; gold=0; out=0.789458
Error at index 10477744 ; gold=0; out=0.878369
Error at index 10477745 ; gold=0; out=0.184881
Error at index 10477746 ; gold=0; out=0.298693
Error at index 10477747 ; gold=0; out=0.786531
Error at index 10477748 ; gold=0; out=0.379299
Error at index 10477749 ; gold=0; out=0.167533
Error at index 10477750 ; gold=0; out=0.832508
Error at index 10477751 ; gold=0; out=0.755889
Error at index 10477752 ; gold=0; out=0.640064
Error at index 10477753 ; gold=0; out=0.894427
Error at index 10477754 ; gold=0; out=0.530315
Error at index 10477755 ; gold=0; out=0.0218659
Error at index 10477756 ; gold=0; out=0.930109
Error at index 10477757 ; gold=0; out=0.8311
Error at index 10477758 ; gold=0; out=0.993324
Error at index 10477759 ; gold=0; out=0.160013
Error at index 10477760 ; gold=0; out=0.157075
Error at index 10477761 ; gold=0; out=0.32218
Error at index 10477762 ; gold=0; out=0.430863
Error at index 10477763 ; gold=0; out=0.125398
Error at index 10477764 ; gold=0; out=0.366945
Error at index 10477765 ; gold=0; out=0.664181
Error at index 10477766 ; gold=0; out=0.197427
Error at index 10477767 ; gold=0; out=0.00795239
Error at index 10477768 ; gold=0; out=0.501344
Error at index 10477769 ; gold=0; out=0.364425
Error at index 10477770 ; gold=0; out=0.694007
Error at index 10477771 ; gold=0; out=0.493221
Error at index 10477772 ; gold=0; out=0.74862
Error at index 10477773 ; gold=0; out=0.340133
Error at index 10477774 ; gold=0; out=0.282679
Error at index 10477775 ; gold=0; out=0.626989
Error at index 10477776 ; gold=0; out=0.525014
Error at index 10477777 ; gold=0; out=0.581372
Error at index 10477778 ; gold=0; out=0.413519
Error at index 10477779 ; gold=0; out=0.904314
Error at index 10477780 ; gold=0; out=0.748906
Error at index 10477781 ; gold=0; out=0.246028
Error at index 10477782 ; gold=0; out=0.660202
Error at index 10477783 ; gold=0; out=0.388969
Error at index 10477784 ; gold=0; out=0.140455
Error at index 10477785 ; gold=0; out=0.190517
Error at index 10477786 ; gold=0; out=0.410835
Error at index 10477787 ; gold=0; out=0.070564
Error at index 10477788 ; gold=0; out=0.0216169
Error at index 10477789 ; gold=0; out=0.404159
Error at index 10477790 ; gold=0; out=0.230577
Error at index 10477791 ; gold=0; out=0.178692
Error at index 10477792 ; gold=0; out=0.72634
Error at index 10477793 ; gold=0; out=0.661439
Error at index 10477794 ; gold=0; out=0.30409
Error at index 10477795 ; gold=0; out=0.0932843
Error at index 10477796 ; gold=0; out=0.32562
Error at index 10477797 ; gold=0; out=0.501517
Error at index 10477798 ; gold=0; out=0.101237
Error at index 10477799 ; gold=0; out=0.826963
Error at index 10477800 ; gold=0; out=0.865942
Error at index 10477801 ; gold=0; out=0.795244
Error at index 10477802 ; gold=0; out=0.320185
Error at index 10477803 ; gold=0; out=0.614562
Error at index 10477804 ; gold=0; out=0.135377
Error at index 10477805 ; gold=0; out=0.602864
Error at index 10477806 ; gold=0; out=0.24155
Error at index 10477807 ; gold=0; out=0.660392
Error at index 10477808 ; gold=0; out=0.184237
Error at index 10477809 ; gold=0; out=0.65507
Error at index 10477810 ; gold=0; out=0.564705
Error at index 10477811 ; gold=0; out=0.933142
Error at index 10477812 ; gold=0; out=0.901098
Error at index 10477813 ; gold=0; out=0.224908
Error at index 10477814 ; gold=0; out=0.322112
Error at index 10477815 ; gold=0; out=0.0415523
Error at index 10477816 ; gold=0; out=0.415425
Error at index 10477817 ; gold=0; out=0.732947
Error at index 10477818 ; gold=0; out=0.112116
Error at index 10477819 ; gold=0; out=0.437042
Error at index 10477820 ; gold=0; out=0.137106
Error at index 10477821 ; gold=0; out=0.342693
Error at index 10477822 ; gold=0; out=0.615734
Error at index 10477823 ; gold=0; out=0.863445
Error at index 10477824 ; gold=0; out=0.00413184
Error at index 10477825 ; gold=0; out=0.919824
Error at index 10477826 ; gold=0; out=0.95673
Error at index 10477827 ; gold=0; out=0.329751
Error at index 10477828 ; gold=0; out=0.421341
Error at index 10477829 ; gold=0; out=0.0579665
Error at index 10477830 ; gold=0; out=0.156715
Error at index 10477831 ; gold=0; out=0.287283
Error at index 10477832 ; gold=0; out=0.85321
Error at index 10477833 ; gold=0; out=0.4769
Error at index 10477834 ; gold=0; out=0.901845
Error at index 10477835 ; gold=0; out=0.988588
Error at index 10477836 ; gold=0; out=0.0797636
Error at index 10477837 ; gold=0; out=0.143395
Error at index 10477838 ; gold=0; out=0.648979
Error at index 10477839 ; gold=0; out=0.264
Error at index 10477840 ; gold=0; out=0.798465
Error at index 10477841 ; gold=0; out=0.213684
Error at index 10477842 ; gold=0; out=0.197142
Error at index 10477843 ; gold=0; out=0.699563
Error at index 10477844 ; gold=0; out=0.438592
Error at index 10477845 ; gold=0; out=0.519254
Error at index 10477846 ; gold=0; out=0.741115
Error at index 10477847 ; gold=0; out=0.854017
Error at index 10477848 ; gold=0; out=0.252201
Error at index 10477849 ; gold=0; out=0.853231
Error at index 10477850 ; gold=0; out=0.291059
Error at index 10477851 ; gold=0; out=0.389307
Error at index 10477852 ; gold=0; out=0.195924
Error at index 10477853 ; gold=0; out=0.906793
Error at index 10477854 ; gold=0; out=0.252752
Error at index 10477855 ; gold=0; out=0.200056
Error at index 10477856 ; gold=0; out=0.826617
Error at index 10477857 ; gold=0; out=0.209482
Error at index 10477858 ; gold=0; out=0.529807
Error at index 10477859 ; gold=0; out=0.247958
Error at index 10477860 ; gold=0; out=0.267448
Error at index 10477861 ; gold=0; out=0.686522
Error at index 10477862 ; gold=0; out=0.535241
Error at index 10477863 ; gold=0; out=0.120659
Error at index 10477864 ; gold=0; out=0.163421
Error at index 10477865 ; gold=0; out=0.437086
Error at index 10477866 ; gold=0; out=0.109246
Error at index 10477867 ; gold=0; out=0.243185
Error at index 10477868 ; gold=0; out=0.580481
Error at index 10477869 ; gold=0; out=0.758226
Error at index 10477870 ; gold=0; out=0.507185
Error at index 10477871 ; gold=0; out=0.378946
Error at index 10477872 ; gold=0; out=0.97191
Error at index 10477873 ; gold=0; out=0.704328
Error at index 10477874 ; gold=0; out=0.0785083
Error at index 10477875 ; gold=0; out=0.410502
Error at index 10477876 ; gold=0; out=0.223581
Error at index 10477877 ; gold=0; out=0.819623
Error at index 10477878 ; gold=0; out=0.264519
Error at index 10477879 ; gold=0; out=0.475782
Error at index 10477880 ; gold=0; out=0.672854
Error at index 10477881 ; gold=0; out=0.555578
Error at index 10477882 ; gold=0; out=0.865089
Error at index 10477883 ; gold=0; out=0.868778
Error at index 10477884 ; gold=0; out=0.462371
Error at index 10477885 ; gold=0; out=0.117841
Error at index 10477886 ; gold=0; out=0.0688337
Error at index 10477887 ; gold=0; out=0.288988
Error at index 10477888 ; gold=0; out=0.327322
Error at index 10477889 ; gold=0; out=0.598641
Error at index 10477890 ; gold=0; out=0.536946
Error at index 10477891 ; gold=0; out=0.594771
Error at index 10477892 ; gold=0; out=0.285163
Error at index 10477893 ; gold=0; out=0.0721872
Error at index 10477894 ; gold=0; out=0.715429
Error at index 10477895 ; gold=0; out=0.448584
Error at index 10477896 ; gold=0; out=0.509273
Error at index 10477897 ; gold=0; out=0.824676
Error at index 10477898 ; gold=0; out=0.691769
Error at index 10477899 ; gold=0; out=0.0897539
Error at index 10477900 ; gold=0; out=0.582901
Error at index 10477901 ; gold=0; out=0.198955
Error at index 10477902 ; gold=0; out=0.4687
Error at index 10477903 ; gold=0; out=0.554811
Error at index 10477904 ; gold=0; out=0.903282
Error at index 10477905 ; gold=0; out=0.547208
Error at index 10477906 ; gold=0; out=0.965314
Error at index 10477907 ; gold=0; out=0.126864
Error at index 10477908 ; gold=0; out=0.366831
Error at index 10477909 ; gold=0; out=0.229833
Error at index 10477910 ; gold=0; out=0.602646
Error at index 10477911 ; gold=0; out=0.0396851
Error at index 10477912 ; gold=0; out=0.785411
Error at index 10477913 ; gold=0; out=0.467734
Error at index 10477914 ; gold=0; out=0.908463
Error at index 10477915 ; gold=0; out=0.247782
Error at index 10477916 ; gold=0; out=0.585575
Error at index 10477917 ; gold=0; out=0.977297
Error at index 10477918 ; gold=0; out=0.53677
Error at index 10477919 ; gold=0; out=0.912897
Error at index 10477920 ; gold=0; out=0.575938
Error at index 10477921 ; gold=0; out=0.073716
Error at index 10477922 ; gold=0; out=0.507668
Error at index 10477923 ; gold=0; out=0.8611
Error at index 10477924 ; gold=0; out=0.145903
Error at index 10477925 ; gold=0; out=0.223097
Error at index 10477926 ; gold=0; out=0.309684
Error at index 10477927 ; gold=0; out=0.655176
Error at index 10477928 ; gold=0; out=0.0477724
Error at index 10477929 ; gold=0; out=0.00145377
Error at index 10477930 ; gold=0; out=0.74493
Error at index 10477931 ; gold=0; out=0.630674
Error at index 10477932 ; gold=0; out=0.200408
Error at index 10477933 ; gold=0; out=0.21363
Error at index 10477934 ; gold=0; out=0.185485
Error at index 10477935 ; gold=0; out=0.10369
Error at index 10477936 ; gold=0; out=0.760838
Error at index 10477937 ; gold=0; out=0.150799
Error at index 10477938 ; gold=0; out=0.230554
Error at index 10477939 ; gold=0; out=0.127669
Error at index 10477940 ; gold=0; out=0.380632
Error at index 10477941 ; gold=0; out=0.8332
Error at index 10477942 ; gold=0; out=0.167354
Error at index 10477943 ; gold=0; out=0.166043
Error at index 10477944 ; gold=0; out=0.300934
Error at index 10477945 ; gold=0; out=0.0758168
Error at index 10477946 ; gold=0; out=0.413824
Error at index 10477947 ; gold=0; out=0.886508
Error at index 10477948 ; gold=0; out=0.0531136
Error at index 10477949 ; gold=0; out=0.950594
Error at index 10477950 ; gold=0; out=0.799405
Error at index 10477951 ; gold=0; out=0.629051
Error at index 10477952 ; gold=0; out=0.0243104
